TF	Gene	Variance_Explained	Rank	Count	Sign
Batf	Lrba	0.7870597542607168	286361.5	10	1
Cux1	Vrk2	0.7869471837632078	286448.6	10	1
Arid3a	Tspan3	0.7865511500934596	286478.2	10	1
Arid3a	Xrcc5	0.7863063065493766	286445.8	10	1
Rela	Cmtm7	0.7846605793416429	272472.05	9	1
E2f1	Me2	0.7840904112251086	286442.5	10	1
Bcl6	Chst12	0.7838031664395866	286381.8	10	1
Cic	Marveld1	0.783286912335235	286467.1	10	1
Cdc5l	Mllt3	0.7829222186687849	286449.9	10	1
E4f1	Trib1	0.7827969519146072	286355.9	10	1
Ahctf1	Irf7	0.7825564060258553	286501.9	10	-1
Mxi1	Ptp4a3	0.7820984550812724	286312.9	10	1
Cdc5l	Cd96	0.7820857093566256	286426.8	10	1
Cic	Aqp3	0.780158393909482	272379.1	9	1
Cic	Timp1	0.7796339473959806	286378	10	1
Arid3a	Gyk	0.7786915008880992	286376.7	10	1
Pou6f1	9030617O03Rik	0.778201912525525	286344.6	10	1
Batf	Npc2	0.7782018979740608	286387.5	10	1
Arid5a	Celf2	0.7777750182763065	272419.15	9	1
Hif1a	Aldoa	0.7775800361451732	286345.8	10	1
Bcl11b	Abcg2	0.7769122499211824	286396.2	10	1
Irf9	Basp1	0.7757829415319762	272532.7	9	1
Batf	Trmt5	0.7756250632897149	286334.4	10	-1
Pou6f1	Ccng1	0.7752596805006295	286352.3	10	1
Batf	Riok3	0.7746253963093661	286334.3	10	1
Foxn2	Armcx2	0.7743134979524302	286346.1	10	1
Batf	Crem	0.7739949643663587	286217	10	1
E4f1	Ptprc	0.7736610195970095	272412.3	9	1
Irf4	Foxp1	0.7735623213761444	286256.2	10	1
Stat3	Atf6	0.7725859557063759	286323.9	10	1
Batf	Ski	0.7723696591321201	286271.3	10	1
Egr1	Pde6d	0.771214699196091	286382.6	10	1
Foxn2	Ms4a4c	0.771111465958349	286345.1	10	1
Nfkb1	Rora	0.7710841680513816	286286.8	10	1
Srebf1	Kif3a	0.770599729522574	272440.55	9	1
Cebpb	Vwa5a	0.7699985254904103	272331.45	9	1
Crem	Maff	0.7697322257953181	286320.3	10	1
Klf4	Ift57	0.7696158542941441	272368.8	9	1
Jun	Lpxn	0.7694238322904188	286301.6	10	1
Batf	Cd47	0.7688525135654686	286343.5	10	1
Cebpb	Cdkn2d	0.7688209720906318	286264.4	10	1
Hif1a	Sap30	0.7687082280614611	286272.6	10	1
Creb3l2	Mmachc	0.7686886114693925	272397.5	9	1
Ahr	Mfge8	0.7684018612167259	286246.4	10	-1
Irf9	Lgals3bp	0.7678144972551886	286263.8	10	1
Batf	Bcl2	0.7673470697658817	272476.9	9	1
Batf	Ahnak	0.7672585886576476	286344.2	10	1
Jun	Hif1a	0.7666393030406937	286276.9	10	1
Klf7	Psph	0.7663007769120991	286255	10	1
Bach1	Ppp3ca	0.7662715995688659	286190.7	10	1
Ahr	Rgs16	0.7658622054056193	286292.2	10	1
Gabpa	Afp	0.7648322905111746	286292.5	10	1
E4f1	Glcci1	0.7634702053730981	286317.3	10	1
Arid3a	Zfp426	0.7632322101871561	286303.1	10	1
Batf	Utf1	0.7627447038887549	286237.8	10	-1
Egr1	Retsat	0.762414595331258	286187.8	10	1
Stat3	Il21	0.7620816318511732	286248.4	10	1
Cux1	Cdkn2c	0.7609037620871335	272339.3	9	1
Creb3l2	Foxp1	0.7601512645127946	272325.9	9	1
Klf4	Trib3	0.7598327657709555	286055.5	10	1
Creb3l2	Pdcd1	0.7594763931374329	286128.4	10	1
Batf	Rad52	0.7594279407944378	286313.7	10	1
Stat3	Fndc3a	0.7591543770685361	272432.2	9	1
Batf	Qtrtd1	0.7588915165397749	286137.6	10	-1
Arid3a	Alcam	0.7579682499886864	286192.4	10	1
Klf2	Mapk6	0.7575077938412269	272342.8	9	1
Cic	Grn	0.7572495233530796	286141.8	10	1
Batf	Mxi1	0.7565413529844246	286189.5	10	1
Hif1a	Serpinf1	0.7557002575416447	286143.7	10	1
Klf2	Sema7a	0.7554931300486306	272306.6	9	1
Batf	Ostf1	0.7549420561593411	286136.1	10	1
Hif1a	Pfkp	0.7549240332012314	272323.5	9	1
Foxn2	Dpp4	0.7535933606898738	286218.6	10	1
Egr1	Galk1	0.752528048258189	272188.9	9	1
Foxn2	Trat1	0.7525104960874199	286147	10	1
Arid2	Socs2	0.7523938291266055	272099.65	9	1
Ahr	Cxcr3	0.7506883310868817	286187.6	10	1
Irf9	Lpp	0.749990655783112	286230.1	10	1
Batf	Me2	0.7490461596527418	286094.1	10	1
Rxrb	Ncs1	0.7478572938098418	286078.3	10	1
Ahctf1	Nudt8	0.7477348213678142	286035.1	10	1
Crem	Skil	0.7477143834088967	286163.6	10	1
Rela	Il7r	0.7475322056471427	286061.5	10	1
Stat3	Ddr1	0.7471914106655331	286223.6	10	1
Jun	Rab20	0.7470147888535983	286106.7	10	1
Smad4	Txk	0.7467001345520862	286135.7	10	1
Mafg	Snx9	0.7464292562184285	286161.2	10	1
Egr3	Tnfrsf12a	0.7457577079671955	286037.9	10	1
Hsf1	Pgam1	0.7456502545410613	258155.45	8	1
Foxn2	Slamf6	0.745618039594356	286180.3	10	1
Batf	Ctla2b	0.7456112831296478	286254.8	10	1
Cebpb	Oxct1	0.7455948229137561	272223.4	9	1
Stat4	D1Ertd622e	0.7451816621634018	272210.3	9	1
Atf5	Frmd4b	0.7439666003441349	286109.2	10	1
Arid3a	Pex19	0.7437574858816518	286092.7	10	1
Creb1	Gltscr2	0.7431226917334317	286053.2	10	1
Egr2	Ing2	0.7427081583933617	286133.6	10	1
Arid3a	Cd70	0.742375374596515	272014.45	9	1
Atf3	Tle1	0.7422919432379732	286156.5	10	1
Arid2	Tyms-ps	0.7418118465066446	286187.5	10	1
E2f1	Tyms-ps	0.7415517449161884	258132.15	8	1
Bcl11b	Klf3	0.7412748357052937	285949.8	10	1
Fos	Flt3l	0.7412509563137328	272137.6	9	1
Gabpa	Mdn1	0.7410745679649665	258125.4	8	1
Foxn2	Ripk2	0.7409959762598773	286052.3	10	1
Stat1	Parp9	0.7409086205153063	286078.9	10	1
Ahctf1	0610007P14Rik	0.7401696551158115	271979.85	9	1
E2f1	Anln	0.739881816593192	286163.4	10	1
Foxn2	Stambp	0.7396842638664696	285991.2	10	1
Creb1	Ndrg1	0.7381048747718182	258190.4	8	1
Smad4	Klf10	0.737921261895797	285920.8	10	1
Nr4a2	Rassf3	0.7376793356709925	272163	9	1
Cdc5l	Akr1c13	0.7375775561139202	285937.2	10	1
Irf2	Isg20	0.7375458583413228	285931.3	10	1
Mafg	Itm2a	0.7366033597070475	285970.3	10	1
Smad4	Twsg1	0.7365069026396738	272047.8	9	1
Gabpa	Gart	0.7358093140099959	271917.95	9	1
Batf	Aen	0.7357983783753952	272051.65	9	-1
Klf10	Tgfbr1	0.7350705056110425	272006.85	9	1
Egr2	Inpp1	0.7347057761168054	286028.8	10	1
Arid2	Csf2	0.734353064136793	271946.05	9	1
Stat3	Il2rb	0.73426496884568	286005	10	1
Stat3	Stat3	0.7341764043301378	286002.2	10	1
Batf	Itgb7	0.7340005185640306	285954.6	10	1
Batf	Gpsm2	0.733901529798864	285913.2	10	1
Irf2	Nfkbie	0.7323518243809166	285898.7	10	1
Atf2	Zscan21	0.7315610514692545	272095.1	9	1
Nfkb1	Egr2	0.7310904414154531	285905	10	1
Stat4	Ikzf4	0.7310376573192563	285883.1	10	1
Cebpb	Nrp1	0.7292988705642212	285960	10	1
Arid3a	Cyr61	0.7291061258319023	258057.15	8	1
Tbx21	Alpk2	0.7284299616732774	285902.3	10	1
Nfkb2	Pdcd1	0.7282963222404206	272014.2	9	1
E4f1	Mbtd1	0.727898720811133	271968.2	9	1
Bbx	Dgat1	0.7275708578838674	285963.9	10	1
Mxi1	Slc16a6	0.7270783334252688	285879.9	10	1
Batf	Bcl2l1	0.7257092468210278	271957.9	9	-1
Arid2	Sms	0.725433732383797	285887.5	10	1
Creb1	Vamp2	0.7251118911800927	285868.3	10	1
Atf5	Trappc10	0.7248537078636849	271972.8	9	1
Atf6	Fbxo18	0.7239062325228734	285851.7	10	-1
Irf4	Ptpre	0.7237263723842833	271856.55	9	1
Atf2	Ankrd13c	0.7227014773338059	285957.9	10	1
Lyl1_Tal2	Sptlc1	0.7219183312572779	285814.7	10	1
Bhlhe40	Cnnm3	0.7212250531219805	285863.2	10	1
Bach1	Tubgcp5	0.7210630705126007	271806.25	9	1
Stat3	Egln3	0.7210023126098458	285945.8	10	1
Bcl6	Ctnna1	0.7207867330342056	285883.8	10	1
Hif1a	Eif4ebp1	0.7206482319156533	272051.6	9	1
Bcl11b	Tnfaip8	0.7206399515587589	285800.4	10	1
Fos	Egln3	0.7205146659729639	272049.5	9	1
Batf	Ss18	0.7202929347572395	285848.8	10	1
Nr4a3	Ctsb	0.7196943735587983	285945.6	10	1
Ahr	Slc1a4	0.7193883248674713	285784	10	1
Ets1	Vegfb	0.7184760297855325	271979.4	9	1
Atf3	Fez2	0.7184423677829194	285753.6	10	1
Cic	Gatm	0.7172210690051908	285773	10	1
Creb1	Fbxw2	0.7171190437918329	285778.1	10	1
Klf4	Higd1a	0.7168884477442921	271765.95	9	1
Rxrb	Mnda	0.7160872835433164	285686.6	10	-1
Batf	Lgals1	0.7160508397800385	285816.6	10	1
Cebpb	S100a13	0.7159834721883027	285962.2	10	1
Elk4	Naa20	0.715047303005954	257864.75	8	1
Hif1a	Rnf113a1	0.7137491008357595	285780.9	10	1
Bcl6	Pdpn	0.7137251541564141	285818.6	10	1
Klf4	Syce2	0.7136459967949544	285834.5	10	1
Fli1	Creb3l2	0.7136431379709717	285690.1	10	1
Bach1	Plekha1	0.713633837133449	285826.2	10	1
Creb3l2	Socs5	0.7135341618724045	285681.2	10	1
Egr2	Mapk3	0.7132251426123035	285752.5	10	1
Klf4	Ndrg1	0.7131745518101227	257986.35	8	1
Cebpb	Ccnd3	0.7121450275823147	271830.45	9	1
Cebpb	Cdc25b	0.7118428350841051	285743.9	10	1
Bcl6	Slc4a8	0.7118322887494904	285808.5	10	1
Foxn2	Bcl2l11	0.7114424210479309	285808.4	10	1
Batf	Enpp1	0.7101281990736125	271751.85	9	1
Gabpa	Heatr1	0.7098685591526229	285772.7	10	1
Bcl11b	Myb	0.7098601485516869	285721.8	10	1
Cdc5l	Lsp1	0.7096271668159159	285725.4	10	1
Bcl6	Tef	0.7082356539084245	285730.3	10	-1
Hif1a	Slc2a1	0.7080680260076905	285704.4	10	1
Foxo1	Ypel3	0.7068336623457759	285679.5	10	1
Bcl6	Eci2	0.7064858313752099	271915.6	9	1
Srebf1	Gap43	0.7060963773998881	271890.85	9	1
Batf	A430005L14Rik	0.7050925421533508	257848.05	8	-1
Batf	Rcl1	0.7041454340841515	285803.5	10	-1
Rxrb	Chmp4b	0.7030524728245274	285677.7	10	1
Batf	Ctsb	0.702711004755194	285691.4	10	1
Cebpb	Endod1	0.7025537421502752	271690.45	9	1
Cic	Il1rn	0.7023498358792077	271738.2	9	1
Cdc5l	Bzw2	0.7017611209061149	285701.2	10	1
Egr2	Vgll4	0.7010652151960085	257663.8	8	1
Arid3a	Serpine2	0.7006930193667797	271827.3	9	1
Nfkb1	Bcl3	0.6997640923421549	285613	10	1
Arid2	Aacs	0.69968836219667	271728.1	9	1
Fosb	Sqstm1	0.6992585668324709	285733.5	10	1
Fosl2	Mta3	0.6983373816488028	271773.4	9	1
Atf5	Adarb1	0.697866127657196	285616.8	10	1
Bcl6	Sirt2	0.696508257308684	285625.7	10	1
Egr1	Tmbim1	0.6962418160503415	257818.95	8	1
Drap1	Spn	0.6962354553818193	285611.5	10	1
Batf	Papss1	0.6962220557696102	271714.8	9	1
Cdc5l	Pts	0.6960809314887102	285627.8	10	1
Relb	Irf7	0.6958270541725946	271783.8	9	1
Cebpb	Etv6	0.6956622275416475	271644.65	9	1
Arid3a	Trmt5	0.6951989566545909	285558.4	10	1
Atf3	Rad52	0.6947442480947295	285579.3	10	1
Rest	Slc9a8	0.6945754856882193	285540.8	10	1
Batf	Abcg1	0.6934007297748553	285702	10	1
Hif1a	Ppme1	0.6929459195821063	285626.3	10	1
Batf	Cmas	0.692935320599209	285600.2	10	1
Foxo3	Sema4d	0.6929322691465887	285525	10	1
Atf5	Flt3l	0.6928477022897003	285557.7	10	1
Bcl11b	Ramp3	0.6928302982896604	271745.4	9	1
Cebpb	Mical1	0.6927710336047174	285633.6	10	1
Cebpg	Sgk1	0.6927021014062278	285649.8	10	1
Atf5	Plekhf2	0.6924510470304053	285618.5	10	1
Klf2	Prkrir	0.6923439006463192	271750.6	9	1
Batf	Nfkb1	0.691823910242977	285807.7	10	-1
Rreb1	Epc1	0.6917899471165079	285478.4	10	1
Stat3	Batf	0.6917869166345939	271694.6	9	1
Hes6	Ndrg2	0.6912637120291373	285518.7	10	1
Foxn2	Igtp	0.6912306485697618	257756.25	8	1
Fos	Vim	0.6908368007648912	285620.3	10	1
Klf3	Flt3l	0.6903672148027642	285542.6	10	1
Stat3	Icam1	0.6901345412851186	285523.4	10	1
Arid2	Dlst	0.6899924118312439	257820.5	8	1
Fosb	BC094916	0.6890932577920752	257676.75	8	1
Foxn2	Sell	0.6887797927631704	285504.3	10	1
Ahctf1	Fam3c	0.6884089010314784	285528.3	10	1
Arid3a	Tex15	0.6876228879963364	285519.2	10	1
Bach1	Slc29a3	0.6870397853326998	271692.15	9	1
Smad4	Maff	0.6869465356812791	285550.4	10	1
Hif1a	Rraga	0.6867220233190213	271747.9	9	1
Egr1	Dynll2	0.6861618167964729	271632.65	9	1
Nr1h2_Nr1h3	Trps1	0.6848440209439606	271732.5	9	1
Ahctf1	Arhgdig	0.6848293657727476	285508.2	10	1
Bach1	Bcl2l11	0.6839298339600364	257644	8	1
Stat1	Zbp1	0.6838056313505354	285539.3	10	1
Egr2	Ltb	0.6828689968558523	257385.2	8	1
Arid5a	Exoc4	0.6827908604466915	285435.4	10	1
Egr2	Hspb11	0.6822118203809141	285662.1	10	1
Mafg	Pten	0.6818524592505517	271673.9	9	1
Batf	Idh1	0.6817501916795142	271610.2	9	1
Egr1	Eif4ebp1	0.6816910381612842	285533.1	10	1
Gabpa	Zfp568	0.681527662298095	257626.45	8	1
Creb3l2	Rgs11	0.6811935131531729	285491.2	10	-1
Satb1	Il7r	0.6804225075961068	257671.15	8	1
Mxi1	Acy1	0.6797993577987793	285535.4	10	1
Nfkb2	Ccr8	0.6793349874323682	271623.3	9	1
Fosl1	Gap43	0.6792066672490817	285389.4	10	1
Nfkb1	Clic4	0.6784832682828508	285396	10	1
Atf5	Tec	0.6783783609331062	285498.1	10	1
E2f1	Ada	0.6783529408008339	271442.3	9	1
Arid3a	Pkp4	0.6772426528574248	257488.75	8	1
Foxo3	Impa2	0.6764715906281114	257640.75	8	1
Atf2	Cyr61	0.6762891485159723	285439.6	10	1
Ahr	Qtrtd1	0.6760452884996567	257622.25	8	1
Nfkb1	Lif	0.6755872534053616	285442.6	10	1
Batf	Rel	0.6755801261257754	257571.25	8	-1
Batf	Emb	0.675559679056418	271452.25	9	1
Drap1	Ly9	0.6753712848925002	271430.35	9	1
Foxn2	Plxnc1	0.6753563550859645	285556.4	10	1
Atf6	Vrk2	0.6752962359778849	271615.4	9	-1
Cic	Rhoq	0.6747127629418231	271567.6	9	1
Irf4	Fas	0.6745036336987759	271556	9	1
Rel	Bcl2a1d	0.6743218235884508	285511.3	10	1
E4f1	Rel	0.6740898790279697	285372.3	10	1
Stat3	Flot1	0.6740016294957691	285394.4	10	1
Atf5	Rnf130	0.6739168207086281	271573.4	9	1
Bcl6	Tmem176b	0.6734857225860804	285363.4	10	1
Arid3a	Acad9	0.6733655543837418	285384.4	10	1
Arid2	F2rl1	0.6729137942106206	271467.2	9	-1
Stat3	Il2ra	0.6726347965335284	285475.3	10	1
E4f1	Qtrtd1	0.6718317001235407	257525.85	8	1
Arid3a	Tnfrsf13c	0.6717268317046494	257493.45	8	1
Ahr	Mapkbp1	0.6716622125918889	285414.8	10	1
Egr2	Rrad	0.671587326772905	285310.6	10	1
Nfkb1	Notch1	0.6713859634036196	285467.5	10	1
Batf	Sema4f	0.6707125702170861	271565.3	9	1
Klf4	Pycr1	0.669829342987109	271524	9	1
Cdc5l	Tsc22d1	0.6697905510462178	285296.2	10	1
Runx2	Egln1	0.669714811431169	271533.8	9	1
Arid2	Tgoln1	0.6694600336383998	243427.35	7	-1
Bcl6	Arrb2	0.6693216142935066	285480.2	10	1
Batf	Atp1a1	0.6687182558374193	271419.8	9	-1
Batf	Clk3	0.6684094992671541	271554.1	9	1
Zbtb7a	Pknox1	0.6680639108926864	285341.4	10	1
Nr4a2	Stat4	0.6679781692774381	285261.6	10	1
Hif1a	Pgam1	0.6678919341302245	285422.8	10	1
Batf	Map3k1	0.6677218070569972	285458.9	10	1
Batf	Itpk1	0.6675530654878509	285405	10	1
Creb1	Sqstm1	0.6674493898183949	257562.25	8	1
Fli1	Rps14	0.6673245064547582	285342.6	10	1
Arid3a	Rab4b	0.6673020919581132	257593.8	8	-1
Fosl2	Pik3ca	0.667214151951221	257508.95	8	1
Batf	Hexb	0.6669375978319452	271522.5	9	1
Atf2	Inpp1	0.6667083220013879	285307	10	1
Klf3	Mta3	0.666275632922924	285480.5	10	1
Mafg	Ifi203	0.6661019183993273	257622.55	8	1
Irf4	Afp	0.6654171821404086	271606	9	1
Fosl2	Igf2r	0.6653891870515352	285351.5	10	1
Irf7	Kdelc1	0.6643697396519517	271411.75	9	1
Arid3a	Gemin6	0.6643252864196444	271448	9	1
Atf2	Chic2	0.6640774665617407	271521	9	1
Foxo3	Rab21	0.6639846834629453	271411.2	9	1
Ahr	Sfmbt1	0.663953714990811	285313.8	10	1
Hif1a	Rnh1	0.6638923676957764	257607	8	1
Egr2	Cd1d1	0.663651855187837	285304.8	10	1
Bach1	Pde8a	0.663388195542298	271388.85	9	1
Usf2	Dazap2	0.6628415664387213	257539.85	8	1
Gabpa	Smyd5	0.6627290157386782	271342.05	9	1
Rxra	Tpst1	0.6626790922541349	271391.15	9	1
Gabpa	1110057K04Rik	0.6625913680596492	271518.1	9	1
Atf3	1190002N15Rik	0.6622864856032883	285252.8	10	1
Stat3	Rorc	0.6622275970287004	285352.8	10	1
Srebf2	Chd7	0.6621734438430324	285449.9	10	1
Stat3	Slc39a1	0.661961438900404	271465.1	9	1
Arid3a	Cd44	0.6615215518778637	271435.15	9	1
Bach1	Cyth3	0.660644119153465	257565.85	8	1
Ahctf1	Tprkb	0.6605818002495214	271307.85	9	1
Cebpb	Ssbp4	0.6596457558403032	257326	8	1
Foxn2	Srpk2	0.6587743284964419	285288	10	1
Myb	Socs2	0.6587342595012019	257435.9	8	1
Batf	Acox1	0.6583426810107014	271452.9	9	1
Bach1	Tnfsf8	0.6581092507061758	257281.9	8	1
Klf4	Eif4ebp1	0.6579965614050967	285262.2	10	1
Cebpg	Socs3	0.6579882175702231	243357.5	7	1
Hes6	Pgm2	0.657692348755625	271387.6	9	1
Atf5	Nsf	0.6575988966366747	285279	10	1
Batf	Mcoln2	0.6565950958496953	271573.15	9	-1
Rxrb	Trib2	0.656071480291071	285256.6	10	1
Hif1a	Slc7a3	0.6559104180164139	285246.4	10	1
Tef	Galnt3	0.6558552000097184	285192	10	1
Ets2	Pbx2	0.6553506404463612	285326.8	10	1
Cebpg	Siah1a	0.6549601312925022	271340.8	9	1
Atf6	Larp4b	0.6549396255973994	271379.1	9	1
Gfi1	Myo10	0.6549040150330456	271496.8	9	1
Cux1	Mpp1	0.6547972140958942	271281.2	9	1
